headline,url,publisher,date,stock
Gannett Guides Q1 EPS $0.37-0.41 vs $0.40 Est,https://www.benzinga.com/news/12/02/2363586/gannett-guides-q1-eps-0-37-0-41-vs-0-40-est,Matthew Kennedy,2012-02-22 00:00:00,GCI
Court Grants Summary Judgment In Favor Of Mylan And FDA Related To Generic,https://www.benzinga.com/news/14/09/4830987/court-grants-summary-judgment-in-favor-of-mylan-and-fda-related-to-generic,Paul Quintaro,2014-09-08 00:00:00,MYL
Five Star Biotech Stock Watch: Biogen Idec,https://www.benzinga.com/news/earnings/14/05/4574288/five-star-biotech-stock-watch-biogen-idec,Christian Tharp CMT,2014-05-21 00:00:00,BIIB
Is San Francisco Real Estate Losing Steam?,https://www.benzinga.com/analyst-ratings/analyst-color/15/10/5940608/is-san-francisco-real-estate-losing-steam,Wayne Duggan,2015-10-23 00:00:00,MORE
"Stocks Which Set New 52-Week Low Yesterday, Mon., Nov. 19, 2018",https://www.benzinga.com/news/18/11/12731542/stocks-which-set-new-52-week-low-yesterday-mon-nov-19-2018,Benzinga Newsdesk,2018-11-20 00:00:00,JBT
"Top Performing Industries For October 9, 2015",https://www.benzinga.com/news/15/10/5901860/top-performing-industries-for-october-9-2015,Lisa Levin,2015-10-09 00:00:00,JBLU
UPDATE: Compass Point Reiterates On Beazer Homes USA As Stock Remains Cheaper Than Peers,https://www.benzinga.com/analyst-ratings/analyst-color/14/08/4750234/update-compass-point-reiterates-on-beazer-homes-usa-as-s,Dwight Einhorn,2014-08-01 00:00:00,BZH
Zacks #5 Rank Additions for Thursday - Tale of the Tape,https://www.benzinga.com/10/10/560194/zacks-5-rank-additions-for-thursday-tale-of-the-tape,Zacks,2010-10-28 00:00:00,ATI
Mid-Morning Market Update: Markets Edge Lower; Macy's Lowers Full-Year Forecast,https://www.benzinga.com/news/earnings/15/11/5973859/mid-morning-market-update-markets-edge-lower-macys-lowers-full-year-fore,Lisa Levin,2015-11-11 00:00:00,HZNP
Galectin Therapeutics' Executive Chairman to Discuss Silent Epidemic and Company's Role in Developing Treatments for NASH and Other Diseases at Robins Equity Research Roundup Conference,https://www.benzinga.com/news/15/10/5895874/galectin-therapeutics-executive-chairman-to-discuss-silent-epidemic-and-companys-,Paul Quintaro,2015-10-07 00:00:00,GALT
Gold Futures Rocket Higher,https://www.benzinga.com/markets/futures/13/12/4144623/gold-futures-rocket-higher,Hal Lindon,2013-12-10 00:00:00,GLD
Top 4 NYSE Stocks In The Drug Stores Industry With The Lowest PEG Ratio,https://www.benzinga.com/trading-ideas/12/10/3004152/top-4-nyse-stocks-in-the-drug-stores-industry-with-the-lowest-peg-ratio,Monica Gerson,2012-10-18 00:00:00,PMC
"MGM, NRG Solar Announce Commercial Solar Project",https://www.benzinga.com/news/13/07/3725652/mgm-nrg-solar-announce-commercial-solar-project,Charles Gross,2013-07-02 00:00:00,NRG
"Campbell's Soup CFO On Conf. Call Reportedly Says Co. Will Undertake Thorough Review Of Strategic Plans, Adding 'Everything is on the table, there are no sacred cows",https://www.benzinga.com/news/m-a/18/05/11741350/campbells-soup-cfo-on-conf-call-reportedly-says-co-will-undertake-thorough-r,Benzinga Newsdesk,2018-05-18 00:00:00,CPB
Morgan Stanley (MS) Wins Ruling Against Discover (DFS),https://www.benzinga.com/markets/company-news/78029/morgan-stanley-ms-wins-ruling-against-discover-dfs,Benzinga Staff 5,2010-01-06 00:00:00,MA
Watch These 10 Stocks Over The Weekend,https://www.benzinga.com/news/15/06/5610307/watch-these-10-stocks-over-the-weekend,John Seward,2015-06-20 00:00:00,GHL
"Mid-Day Market Update: Markets Turn Down, Mankind Posts a Rally",https://www.benzinga.com/news/12/12/3199810/mid-day-market-update-markets-turn-down-mankind-posts-a-rally,Jake L'Ecuyer,2012-12-26 00:00:00,NOW
ProQr Doses First Patient in LCA Trial of QR-110,https://www.benzinga.com/news/17/11/10768638/proqr-doses-first-patient-in-lca-trial-of-qr-110,Paul Quintaro,2017-11-13 00:00:00,PRQR
"Stocks Trading Ex Dividend For Mon., Oct, 15, 2018",https://www.benzinga.com/news/18/10/12505807/stocks-trading-ex-dividend-for-mon-oct-15-2018,Benzinga Newsdesk,2018-10-15 00:00:00,AZZ
Gilead Sciences Option Alert: May 15 $80 Calls Sweep (4) near the Ask: 725 @ $0.96 vs 14381 OI; Ref=$77.35,https://www.benzinga.com/markets/options/20/05/15979648/gilead-sciences-option-alert-may-15-80-calls-sweep-4-near-the-ask-725-0-96-vs-14381-oi-ref-77-35,Charles Gross,2020-05-07 00:00:00,GILD
"Junk Bond ETFs Are Getting Cheaper, Too",https://www.benzinga.com/trading-ideas/long-ideas/17/10/10245306/junk-bond-etfs-are-getting-cheaper-too,ETF Professor,2017-10-30 00:00:00,HYG
"Cornerstone OnDemand, Inc. Reports Q3 EPS of $(0.04) vs $(0.03) Est; Revenue of $48.30M vs $48.28M Est",https://www.benzinga.com/news/earnings/13/11/4049274/cornerstone-ondemand-inc-reports-q3-eps-of-0-04-vs-0-03-est-revenue-of-4,Paul Quintaro,2013-11-04 00:00:00,CSOD
"Brooks Automation Sees Q2 Rev. $133-$137M vs. Est. $119.53M, EPS $0.03-$0.05 vs. Est. $0.04",https://www.benzinga.com/news/16/02/6209528/brooks-automation-sees-q2-rev-133-137m-vs-est-119-53m-eps-0-03-0-05-vs-est-0-04,Paul Quintaro,2016-02-03 00:00:00,BRKS
Shares of several healthcare companies are trading lower amid market weakness as growing coronavirus concerns in the US weigh on equities.,https://www.benzinga.com/wiim/20/04/15717065/shares-of-several-healthcare-companies-are-trading-lower-amid-market-weakness-as-growing-coronavirus,Benzinga Newsdesk,2020-04-01 00:00:00,CVS
GEO Semi to Buy Maxim Integrated's Digital Video Processing Unit,https://www.benzinga.com/news/12/12/3151299/geo-semi-to-buy-maxim-integrateds-digital-video-processing-unit,Paul Quintaro,2012-12-06 00:00:00,MXIM
44 Biggest Movers From Friday,https://www.benzinga.com/news/17/12/10954676/44-biggest-movers-from-friday,Lisa Levin,2017-12-26 00:00:00,MTSL
Companies From McDonald's To Denny's Are Surfing The Natural Ingredient Wave,https://www.benzinga.com/general/health-care/16/07/8208941/companies-from-mcdonalds-to-dennys-are-surfing-the-natural-ingredi,Jayson Derrick,2016-07-12 00:00:00,PNRA
"Company News for November 4, 2010 - Corporate Summary",https://www.benzinga.com/10/11/579962/company-news-for-november-4-2010-corporate-summary,Zacks,2010-11-04 00:00:00,POT
30 Stocks Moving In Wednesday's Pre-Market Session,https://www.benzinga.com/news/18/10/12483498/30-stocks-moving-in-wednesdays-pre-market-session,Lisa Levin,2018-10-10 00:00:00,NVCN
Stocks That Hit 52-Week Lows On Monday,https://www.benzinga.com/news/20/01/15189649/stocks-that-hit-52-week-lows-on-monday,Lisa Levin,2020-01-27 00:00:00,IO
BB&T Reports Q4 EPS $0.73 vs $0.73 Est; Revenue $2.727B vs $2.79B Est,https://www.benzinga.com/news/earnings/17/01/8921111/bb-t-reports-q4-eps-0-73-vs-0-73-est-revenue-2-727b-vs-2-79b-est,Charles Gross,2017-01-19 00:00:00,BBT
"American Express Q2 EPS $2.07 Beats $2.04 Estimate, Sales Net Of Interest Expense $10.8B vs $10.82B Estimate",https://www.benzinga.com/news/earnings/19/07/14101653/american-express-q2-eps-2-07-beats-2-04-estimate-sales-net-of-interest-expense-10-8b-vs-10-82b-esti,Benzinga Newsdesk,2019-07-19 00:00:00,AXP
"Gamco Investors Shares Continue Higher, Now Up 5%",https://www.benzinga.com/movers/18/02/11253110/gamco-investors-shares-continue-higher-now-up-5,Paul Quintaro,2018-02-23 00:00:00,GBL
Magnum Hunter CEO Evans: 'This is Going to be a Great Year for Magnum Hunter',https://www.benzinga.com/media/cnbc/13/02/3351515/magnum-hunter-ceo-evans-this-is-going-to-be-a-great-year-for-magnum-hunter,Charles Gross,2013-02-20 00:00:00,MHR
Omnivision Technologies Conference Call Highlights,https://www.benzinga.com/news/earnings/14/12/5055183/omnivision-technologies-conference-call-highlights,Shazir Mucklai,2014-12-03 00:00:00,OVTI
"GameStop Executives On Call Say Black Friday Ad For 2015 Is One Of The Most Competitive Ads Out There, Expects Strong Black Friday Performance",https://www.benzinga.com/news/15/11/5997278/gamestop-executives-on-call-say-black-friday-ad-for-2015-is-one-of-the-most-compe,Eddie Staley,2015-11-23 00:00:00,GME
Betsey Johnson's Closing Doors Opens Opportunity for EXPR and KORS,https://www.benzinga.com/analyst-ratings/analyst-color/12/05/2585957/betsey-johnsons-closing-doors-open-opportunity-for-expr-,Katey Stapleton,2012-05-14 00:00:00,FOSL
"Wall Street's M&A Chatter From September 11: Western Digital-Toshiba, Pilgrim's Pride-Moy Park, Gigamon And More",https://www.benzinga.com/news/17/09/10044022/wall-streets-m-a-chatter-from-september-11-western-digital-toshiba-pilgrims-prid,Charles Gross,2017-09-12 00:00:00,IART
Mid-Morning Market Update: Markets Open Higher; Ciena Tops Q4 Expectations,https://www.benzinga.com/news/18/12/12845661/mid-morning-market-update-markets-open-higher-ciena-tops-q4-expectations,Lisa Levin,2018-12-13 00:00:00,MAC
GameStop Needs To Reverse The Decline In Core Video Game Business,https://www.benzinga.com/analyst-ratings/analyst-color/17/01/8911076/gamestop-needs-to-reverse-the-decline-in-core-video-game,Jim Swanson,2017-01-17 00:00:00,GME
"DA Davidson's Barry Oxford Comments Following Chambers, Gramercy Deal: '...we feel the environment is favorable for at least a few deals.'",https://www.benzinga.com/analyst-ratings/analyst-color/15/07/5643665/da-davidsons-barry-oxford-comments-following-chambers-gr,Paul Quintaro,2015-07-01 00:00:00,OFC
"B. Riley FBR Upgrades Newmont to Buy, Raises Price Target to $48",https://www.benzinga.com/news/20/01/15114395/b-riley-fbr-upgrades-newmont-to-buy-raises-price-target-to-48,Benzinga_Newsdesk,2020-01-13 00:00:00,NEM
BMO Capital Downgrades Arch Capital Group To Market Perform,https://www.benzinga.com/analyst-ratings/downgrades/15/06/5605430/bmo-capital-downgrades-arch-capital-group-to-market-perform,Monica Gerson,2015-06-18 00:00:00,ACGL
First Hyatt Regency Hotel Opens in New Delhi's National Capital Region,https://www.benzinga.com/news/13/06/3675493/first-hyatt-regency-hotel-opens-in-new-delhis-national-capital-region,Charles Gross,2013-06-13 00:00:00,H
Five Micro Cap Stocks With Recent Insider Buys,https://www.benzinga.com/trading-ideas/long-ideas/12/07/2723745/five-micro-cap-stocks-with-recent-insider-buys,Viktor Puskorius,2012-07-06 00:00:00,MCHX
Dry Bulk 2011: Working Through the Glut,https://www.benzinga.com/11/01/776913/dry-bulk-2011-working-through-the-glut,webmaster,2011-01-13 00:00:00,DRYS
"Morgan Stanley Maintains Equal-weight on Arcos Dorados Holdings, Announces $6.00 PT",https://www.benzinga.com/news/15/01/5180085/morgan-stanley-maintains-equal-weight-on-arcos-dorados-holdings-announces-6-00-pt,Eddie Staley,2015-01-27 00:00:00,ARCO
Jim Cramer Interviews Amicus Therapeutics CEO John F. Crowley on Mad Money,https://www.benzinga.com/media/cnbc/15/01/5166890/jim-cramer-interviews-amicus-therapeutics-ceo-john-f-crowley-on-mad-money,Charles Gross,2015-01-21 00:00:00,FOLD
#AdiosProductosGringos: Border Wall Backlash Leads Mexicans To Boycott American Products,https://www.benzinga.com/news/17/01/8968877/adiosproductosgringos-border-wall-backlash-leads-mexicans-to-boycott-american-pro,Elizabeth Balboa,2017-01-31 00:00:00,AZO
"Coca-Cola Announces New Operating Structure, Company Will be Organized Around 3 Businesses",https://www.benzinga.com/news/12/07/2786049/coca-cola-announces-new-operating-structure-company-will-be-organized-around-3-bu,Paul Quintaro,2012-07-30 00:00:00,KO
"Earnings Scheduled For May 18, 2017",https://www.benzinga.com/news/earnings/17/05/9484491/earnings-scheduled-for-may-18-2017,Lisa Levin,2017-05-18 00:00:00,CATO
"Baird Downgrades KeyCorp to Neutral, Announces $19 Price Target",https://www.benzinga.com/news/19/11/14741545/baird-downgrades-keycorp-to-neutral-announces-19-price-target,Vick Meyer,2019-11-06 00:00:00,KEY
Knight Capital Seeks Financing After $440 Million Trading Loss,https://www.benzinga.com/news/12/08/2799562/knight-capital-seeks-financing-after-440-million-trading-loss,Michael Matthews,2012-08-02 00:00:00,IBKR
"Pritchard Capital Out With Some Color On Oil Sector (NBR, PVA, CRZO, TESO)",https://www.benzinga.com/analyst-ratings/analyst-color/10/08/418647/pritchard-capital-out-with-some-color-on-oil-sector-nbr-p,Roger Nachman,2010-08-09 00:00:00,PVA
KLA-Tencor CEO Sees Softening in the Market - Bloomberg,https://www.benzinga.com/news/11/07/1759916/kla-tencor-ceo-sees-softening-in-the-market-bloomberg,Paul Quintaro,2011-07-12 00:00:00,KLAC
Buffalo Wild Wings Continues Unit and SSS Growth (BWLD),https://www.benzinga.com/news/earnings/10/10/553169/buffalo-wild-wings-continues-unit-and-sss-growth-bwld,Michael J. Zerinskas,2010-10-26 00:00:00,BWLD
"GM, Disney, Beyond Meat Results In Focus, With GM And BYND Getting Early Lift",https://www.benzinga.com/news/earnings/20/05/15967081/gm-disney-beyond-meat-results-in-focus-with-gm-and-bynd-getting-early-lift,JJ Kinahan,2020-05-06 00:00:00,AXP
"UPDATE: Jefferies Reiterates Hold Rating, Raises PT on America's Car-Mart on Strong Fiscal 3Q",https://www.benzinga.com/analyst-ratings/analyst-color/13/02/3350356/update-jefferies-reiterates-hold-rating-raises-pt-on-ame,Dwight Einhorn,2013-02-20 00:00:00,CRMT
OFS Capital Reports Q2 EPS of $0.15 vs $0.19 Est,https://www.benzinga.com/news/earnings/13/08/3819313/ofs-capital-reports-q2-eps-of-0-15-vs-0-19-est,James Hunt,2013-08-07 00:00:00,OFS
"Benzinga's Top Upgrades, Downgrades For November 9, 2018",https://www.benzinga.com/analyst-ratings/upgrades/18/11/12669748/benzingas-top-upgrades-downgrades-for-november-9-2018,Lisa Levin,2018-11-09 00:00:00,NAT
7-6-10 Daily Small Cap Market News and Stock Highlights from SmallCapVoice.com,https://www.benzinga.com/10/07/363033/7-6-10-daily-small-cap-market-news-and-stock-highlights-from-smallcapvoice-com,SmallCapVoice,2010-07-06 00:00:00,CLI
KFY Q1 Results Beat Consensus,https://www.benzinga.com/market-update/10/09/464764/kfy-q1-results-beat-consensus,Monica Gerson,2010-09-09 00:00:00,KFY
Mid-Morning Market Update: Markets Mostly Flat; FactSet Research Misses Q4 Estimates,https://www.benzinga.com/news/18/09/12403551/mid-morning-market-update-markets-mostly-flat-factset-research-misses-q4-estimat,Lisa Levin,2018-09-25 00:00:00,BAS
Ligand Pharmaceuticals Says Recently Entered Into an Omniab Commercial Platform License Agreement With Hong Kong-based Kira Pharmaceuticals,https://www.benzinga.com/news/19/09/14419241/ligand-pharmaceuticals-says-recently-entered-into-an-omniab-commercial-platform-license-agreement-wi,Charles Gross,2019-09-12 00:00:00,LGND
Markets Edge Lower; KB Home Posts Downbeat Results,https://www.benzinga.com/news/earnings/14/09/4873322/markets-edge-lower-kb-home-posts-downbeat-results,Garrett Cook,2014-09-24 00:00:00,BBL
8-K from Capnia Shows Co. Agreed to Sell to Purchasers ~8.33M Shares of Common Stock at $0.96/Share for Gross Proceeds of ~$8M,https://www.benzinga.com/news/offerings/17/03/9149054/8-k-from-capnia-shows-co-agreed-to-sell-to-purchasers-8-33m-shares-of-c,Paul Quintaro,2017-03-08 17:49:23-04:00,CAPN
Dicerna Pharma Reports Received Added Target Deal With Boehrniger Ingelheim For Upfront Payment Of $5M,https://www.benzinga.com/news/19/01/12933021/dicerna-pharma-reports-received-added-target-deal-with-boehrniger-ingelheim-for-,Benzinga Newsdesk,2019-01-04 00:00:00,DRNA
SPX Breaks Key 1085 Resistance 07-13-2010,https://www.benzinga.com/10/07/373628/spx-breaks-key-1085-resistance-07-13-2010,optionsXpress,2010-07-13 00:00:00,AA
Monday Market Movers,https://www.benzinga.com/news/earnings/12/08/2807445/monday-market-movers,Viktor Puskorius,2012-08-06 00:00:00,CTSH
Short Interest in Home Builder Stocks,https://www.benzinga.com/trading-ideas/short-ideas/13/04/3534130/short-interest-in-home-builder-stocks,Nelson Hem,2013-04-26 00:00:00,MDC
Junk Bonds Are Outperforming Stocks,https://www.benzinga.com/markets/bonds/16/01/6128065/junk-bonds-are-outperforming-stocks,Chris Kimble,2016-01-10 00:00:00,JNK
Hearing SunTrust Says Oracle-NetSuite Deal Unlikely; Would Not Create any Synergies,https://www.benzinga.com/analyst-ratings/analyst-color/16/07/8210014/hearing-suntrust-says-oracle-netsuite-deal-unlikely-woul,Charles Gross,2016-07-12 00:00:00,ORCL
Market Roundup,https://www.benzinga.com/markets/11/06/1141287/market-roundup,Lisa Levin,2011-06-06 00:00:00,DEO
Mid-Day Market Update: Immune Design Jumps Following Acquisition News; Carbon Black Shares Slide,https://www.benzinga.com/news/19/02/13221199/mid-day-market-update-immune-design-jumps-following-acquisition-news-carbon-blac,Lisa Levin,2019-02-21 00:00:00,IMDZ
Mid-Morning Market Update: Markets Mostly Lower; Lumber Liquidators Misses Q4 Estimates,https://www.benzinga.com/news/earnings/16/02/6749240/mid-morning-market-update-markets-mostly-lower-lumber-liquidators-misses,Lisa Levin,2016-02-29 00:00:00,IPI
"Worst Performing Industries For June 15, 2016",https://www.benzinga.com/news/16/06/8114512/worst-performing-industries-for-june-15-2016,Monica Gerson,2016-06-15 00:00:00,PRGO
Stocks That Hit 52-Week Lows On Thursday,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-03-12 00:00:00,HFC
The Shuman Law Firm Investigates NIC Inc.,https://www.benzinga.com/news/10/09/467494/the-shuman-law-firm-investigates-nic-inc,Benzinga Staff,2010-09-10 00:00:00,EGOV
NYC Office Rent Up Post Slump - Analyst Blog,https://www.benzinga.com/11/01/788244/nyc-office-rent-up-post-slump-analyst-blog,Zacks,2011-01-18 00:00:00,BXP
"'Gavin Newsom unveils $24 billion plan to tackle wildfires, PG&E bankruptcy' -Sacramento Bee",https://www.benzinga.com/news/19/06/13958325/gavin-newsom-unveils-24-billion-plan-to-tackle-wildfires-pg-e-bankruptcy-sacramento-bee,Benzinga Newsdesk,2019-06-21 00:00:00,PCG
Drexel Hamilton Upgraded Northrop Grumman Corporation to Hold,https://www.benzinga.com/news/13/04/3490342/drexel-hamilton-upgraded-northrop-grumman-corporation-to-hold,Paul Quintaro,2013-04-11 00:00:00,NOC
"Fairfax Names BlackBerry Investment Partners: Canso Investment Counsel, Mackenzie Financial, Markel, Brookfield Asset Management, Qatar Holding LLC",https://www.benzinga.com/news/13/11/4064204/fairfax-names-blackberry-investment-partners-canso-investment-counsel-mackenzie-f,Charles Gross,2013-11-08 00:00:00,BBRY
"W.W. Grainger, Inc. Sees Q4 EPS $2.53-2.73 vs $2.66 Est",https://www.benzinga.com/news/13/11/4077646/w-w-grainger-inc-sees-q4-eps-2-53-2-73-vs-2-66-est,Paul Quintaro,2013-11-13 00:00:00,GWW
"CGI Awarded Eight-Year, US$20 Million Contract",https://www.benzinga.com/news/contracts/10/10/521764/cgi-awarded-eight-year-us-20-million-contract,Benzinga Staff,2010-10-13 00:00:00,GIB
Ares Commercial Real Estate Corporation Closes New $159M Loan; Raises Q3 2016 Commitments to $600M+,https://www.benzinga.com/news/16/10/8536241/ares-commercial-real-estate-corporation-closes-new-159m-loan-raises-q3-2016-commi,Charles Gross,2016-10-06 00:00:00,ACRE
Foamix Announces Enrollment Completion of Phase 2 Acne Clinical Trial for FCD105,https://www.benzinga.com/news/19/11/14828679/foamix-announces-enrollment-completion-of-phase-2-acne-clinical-trial-for-fcd105,Benzinga Newsdesk,2019-11-18 00:00:00,FOMX
31 Stocks Moving In Friday's Pre-Market Session,https://www.benzinga.com/news/17/11/10803679/31-stocks-moving-in-fridays-pre-market-session,Lisa Levin,2017-11-17 00:00:00,GPS
"Baird Maintains Neutral on Actuant, Lowers Price Target to $22",https://www.benzinga.com/news/19/09/14504269/baird-maintains-neutral-on-actuant-lowers-price-target-to-22,Vick Meyer,2019-09-27 08:35:20-04:00,ATU
"Roth Capital Downgrades Cosi, Inc. to Neutral",https://www.benzinga.com/news/13/06/3672821/roth-capital-downgrades-cosi-inc-to-neutral,Paul Quintaro,2013-06-13 00:00:00,COSI
"Benzinga Pro Mid-Day Price Check For Regional ETFs: Turkey (TUR) Up 2.7%, Brazil (EWZ) Up 0.9%, Russia (RSX) Up 0.6%, China (FXI) Up 0.3%, Canada (EWC) Up 0.2%, Japan (EWJ) Up 0.1%, US (SPY) Down 0.2%, Africa (EZA) Down 0.4%",https://www.benzinga.com/etfs/19/07/14089816/benzinga-pro-mid-day-price-check-for-regional-etfs-turkey-tur-up-2-7-brazil-ewz-up-0-9-russia-rsx-up,Benzinga Newsdesk,2019-07-17 00:00:00,EWZ
Alere Spikes to High of $43.54 on Volume,https://www.benzinga.com/movers/16/09/8437069/alere-spikes-to-high-of-43-54-on-volume,Charles Gross,2016-09-08 00:00:00,ALR
Shares of several oil & gas companies are trading higher after the new Saudi energy minister said there would be no radical change in the country's oil policy and the deal to cut oil production by 1.2 million barrels per day will stay.,https://www.benzinga.com/markets/wiim/19/09/14398075/shares-of-several-oil-gas-companies-are-trading-higher-after-the-new-saudi-energy-minister-said-ther,Benzinga Newsdesk,2019-09-09 00:00:00,LPI
PG&E Drops Another 25% After $3B Wildfire Drawdown,https://www.benzinga.com/analyst-ratings/analyst-color/18/11/12699038/pg-e-drops-another-25-after-3b-wildfire-drawdown,Wayne Duggan,2018-11-14 00:00:00,PCG
Stocks Hitting 52-Week Highs,https://www.benzinga.com/news/15/07/5688991/stocks-hitting-52-week-highs,Lisa Levin,2015-07-21 00:00:00,ANAC
3 Airline Stocks Affected In Light On Dropping Oil Prices,https://www.benzinga.com/trading-ideas/short-ideas/14/12/5075529/3-airline-stocks-affected-in-light-on-dropping-oil-prices,TipRanks,2014-12-12 00:00:00,JBLU
3M and Ivoclar Vivadent Settle Dental Zirconia Coloring Patent Suit,https://www.benzinga.com/news/12/09/2944376/3m-and-ivoclar-vivadent-settle-dental-zirconia-coloring-patent-suit,Eddie Staley,2012-09-27 00:00:00,MMM
"Citigroup Downgrades InterXion Holding N.V. to Neutral, Lowers PT to $25.00",https://www.benzinga.com/news/13/01/3282501/citigroup-downgrades-interxion-holding-n-v-to-neutral-lowers-pt-to-25-00,Juan Lopez,2013-01-29 00:00:00,INXN
CSC Offers £1.90/Share in Cash for Xchanging Plc,https://www.benzinga.com/news/15/12/6032448/csc-offers-1-90share-in-cash-for-xchanging-plc,Charles Gross,2015-12-09 00:00:00,CSC
"MFA Financial Q3 EPS $0.20 Beats $0.19 Estimate, Sales $56.898M Miss $67.23M Estimate",https://www.benzinga.com/news/earnings/19/11/14743707/mfa-financial-q3-eps-0-20-beats-0-19-estimate-sales-56-898m-miss-67-23m-estimate,luke@benzinga.com,2019-11-06 00:00:00,MFA
"Stocks Which Set New 52-Week Low Yesterday, October 10th",https://www.benzinga.com/trading-ideas/technicals/18/10/12492056/stocks-which-set-new-52-week-low-yesterday-october-10th,Benzinga Newsdesk,2018-10-11 09:11:51-04:00,BKT
"Goldman Sachs: Marvell Technology Turnaround Will Be Tough, But M&A Potential Exists",https://www.benzinga.com/analyst-ratings/analyst-color/16/09/8430025/goldman-sachs-marvell-technology-turnaround-will-be-toug,Manikandan Raman,2016-09-07 00:00:00,MRVL
"SunTrust Robinson Humphrey Initiates Coverage on Chico's FAS, Inc. at Buy, Announces $20.00 PT",https://www.benzinga.com/news/13/07/3765904/suntrust-robinson-humphrey-initiates-coverage-on-chicos-fas-inc-at-buy-announces-,Paul Quintaro,2013-07-19 00:00:00,CHS
Loop Capital Upgrades CACI International to Buy,https://www.benzinga.com/news/18/02/11115806/loop-capital-upgrades-caci-international-to-buy,Eddie Staley,2018-02-01 00:00:00,CACI
Group 1 Automotive Acquires Honda and Volkswagen Dealerships in Florida,https://www.benzinga.com/news/12/05/2586302/group-1-automotive-acquires-honda-and-volkswagen-dealerships-in-florida,Eddie Staley,2012-05-14 00:00:00,GPI
Entergy Reports Q4 EPS $0.94 vs $0.90 Est; Revenues $2.49B vs $2.56B Est,https://www.benzinga.com/news/earnings/12/01/2302188/entergy-reports-q4-eps-0-94-vs-0-90-est-revenues-2-49b-vs-2-56b-est,Allie Wickman,2012-01-31 00:00:00,ETR
"Wells Fargo Maintains Market Perform on BlackRock, Lowers Price Target to $510",https://www.benzinga.com/news/18/10/12491021/wells-fargo-maintains-market-perform-on-blackrock-lowers-price-target-to-510,Vick Meyer,2018-10-11 00:00:00,BLK
Mother's Day was Yesterday: What Stocks Might Benefit,https://www.benzinga.com/11/05/1065783/mothers-day-was-yesterday-what-stocks-might-benefit,Fred Fuld,2011-05-08 00:00:00,CSS
Stifel Nicolaus Downgrades W.W. Grainger to Hold,https://www.benzinga.com/news/16/04/7788456/stifel-nicolaus-downgrades-w-w-grainger-to-hold,Eddie Staley,2016-04-01 00:00:00,GWW
"PBF Energy Q1 EPS $(0.20) vs $(0.49) Est, Sales $4.75B vs $4.27B Est",https://www.benzinga.com/news/earnings/17/05/9400469/pbf-energy-q1-eps-0-20-vs-0-49-est-sales-4-75b-vs-4-27b-est,Paul Quintaro,2017-05-04 00:00:00,PBF
Small Business Loan Approval Rates Hit Post-Recession Highs,https://www.benzinga.com/news/17/08/9895897/small-business-loan-approval-rates-hit-post-recession-highs,Wayne Duggan,2017-08-08 00:00:00,DFS
"Stifel Nicolaus Maintains Buy on Tableau Software, Raises Price Target to $120",https://www.benzinga.com/news/18/07/12022220/stifel-nicolaus-maintains-buy-on-tableau-software-raises-price-target-to-120,Vick Meyer,2018-07-16 00:00:00,DATA
Peabody Energy Raises Qtr. Dividend From $0.115 to $0.125/Share,https://www.benzinga.com/news/18/07/12047902/peabody-energy-raises-qtr-dividend-from-0-115-to-0-125share,Benzinga Newsdesk,2018-07-19 00:00:00,BTU
"Worst Performing Industries For April 27, 2016",https://www.benzinga.com/news/16/04/7891474/worst-performing-industries-for-april-27-2016,Lisa Levin,2016-04-27 00:00:00,PRGO
The Gartman ETF,https://www.benzinga.com/11/06/1195288/the-gartman-etf,Roger Nusbaum,2011-06-23 00:00:00,MCP
"The Market In 5 Minutes: Stumpf Leaves Wells Fargo, More Trump Allegations",https://www.benzinga.com/news/16/10/8557820/the-market-in-5-minutes-stumpf-leaves-wells-fargo-more-trump-allegations,Benzinga News Desk,2016-10-13 00:00:00,FIVE
"UPDATE: Piper Jaffray Downgrades Expedia To Neutral, Lowers Tgt To $124 'based on what we believe will prove to be multi-quarter challenges with greater dependence on higher cost marketing channels (vs. SEO), muted hotel ADR environment', Vrbo Uncertainty",https://www.benzinga.com/analyst-ratings/analyst-color/19/11/14759753/update-piper-jaffray-downgrades-expedia-to-neutral-lowers-tgt-to-124-based-on-what-,Benzinga_Newsdesk,2019-11-07 00:00:00,EXPE
Albany International Announces Acquisition of Harris Corp's AeroStructure Division for $210M,https://www.benzinga.com/news/16/02/6744252/albany-international-announces-acquisition-of-harris-corps-aerostructure-division,Hal Lindon,2016-02-29 00:00:00,AIN
Mid-Afternoon Market Update: Avis Climbs Following Deal With Waymo; Neothetics Shares Plunge,https://www.benzinga.com/news/17/06/9654183/mid-afternoon-market-update-avis-climbs-following-deal-with-waymo-neothetics-shar,Lisa Levin,2017-06-26 00:00:00,FE
"Stocks Which Set New 52-Week Low Yesterday, August 2nd",https://www.benzinga.com/trading-ideas/technicals/18/08/12139025/stocks-which-set-new-52-week-low-yesterday-august-2nd,Benzinga Newsdesk,2018-08-03 00:00:00,IVZ
Portola Pharma's Q2 Earnings Outlook,https://www.benzinga.com/news/earnings-previews/18/08/12161292/portola-pharmaceuticalss-earnings-outlook,Benzinga Newsdesk,2018-08-08 00:00:00,PTLA
